TransactionID,Item1,Item2,Item3,Item4,Item5,Item6,Item7,Item8,Item9,Item10,Item11
418,Chicken,Milk,Eggs,Juice,Bread,Apples,Bananas,Butter,Cheese,,
419,Bread,Juice,Chicken,Milk,Butter,Cheese,Apples,Bananas,Jam,,
420,Bananas,Cheese,Apples,Milk,Chicken,,,,,,
421,Butter,Bread,Juice,,,,,,,,
422,Chicken,Cheese,Butter,Apples,,,,,,,
423,Jam,Juice,,,,,,,,,
424,Apples,,,,,,,,,,
425,Jam,Eggs,Chicken,Bread,Milk,,,,,,
426,Jam,Butter,Juice,Apples,Bread,,,,,,
427,Chicken,Butter,Apples,Juice,Milk,Cheese,Bananas,Jam,Eggs,Bread,
428,Bread,Jam,Chicken,Juice,Apples,Butter,Milk,Eggs,Bananas,,
429,Butter,Eggs,Jam,Bread,Apples,Bananas,Chicken,Juice,Cheese,Milk,
430,Milk,Eggs,Butter,Bananas,Chicken,Apples,Cheese,Bread,Juice,Jam,
431,Bread,Cheese,Eggs,Apples,Butter,Chicken,Bananas,,,,
432,Jam,Bread,Milk,Bananas,Juice,,,,,,
433,Cheese,Bread,Juice,Chicken,Butter,Jam,Milk,Eggs,Bananas,Apples,
434,Bread,Apples,Juice,Butter,Milk,Bananas,Eggs,Chicken,Cheese,Jam,
435,Jam,Milk,Cheese,Butter,Chicken,Eggs,Bread,Bananas,Juice,,
436,Chicken,Milk,Bananas,Jam,Eggs,Bread,Juice,Apples,Cheese,Butter,
437,Butter,Cheese,Bananas,Juice,Chicken,Bread,,,,,
438,Jam,Eggs,Chicken,Apples,Bananas,,,,,,
439,Bread,Milk,Chicken,Apples,Cheese,Juice,Eggs,Butter,Jam,,
440,Butter,Chicken,Eggs,Apples,,,,,,,
441,Butter,Bananas,Milk,Chicken,Bread,Cheese,Jam,Eggs,Apples,Juice,
442,Cheese,Chicken,Juice,Jam,Eggs,Milk,Bread,Bananas,,,
443,Cheese,Milk,Apples,Eggs,Chicken,,,,,,
444,Juice,Apples,Jam,Bananas,Eggs,Bread,Chicken,Butter,,,
445,Butter,Eggs,Cheese,Apples,Juice,Bananas,Milk,Chicken,Bread,Jam,
446,Juice,Butter,Milk,Bananas,Bread,Cheese,Eggs,Apples,Jam,,
447,Butter,Eggs,Bread,Milk,Jam,,,,,,
448,Chicken,Cheese,Jam,Apples,Juice,Eggs,Bananas,,,,
449,Cheese,Chicken,Bread,Jam,Apples,Bananas,Milk,Butter,Eggs,,
450,Juice,Chicken,Butter,Apples,Jam,Bread,Milk,Cheese,Eggs,Bananas,
451,Juice,Apples,Chicken,,,,,,,,
452,Bananas,,,,,,,,,,
453,Apples,Cheese,Butter,Bread,Juice,Jam,Chicken,Eggs,Bananas,,
454,Eggs,Jam,Butter,Milk,Chicken,Cheese,Bananas,Juice,,,
455,Cheese,Apples,Eggs,Jam,Chicken,,,,,,
456,Milk,Bananas,Cheese,Juice,,,,,,,
457,Eggs,Butter,,,,,,,,,
458,Cheese,Apples,Jam,Milk,Bread,Eggs,Butter,Juice,Bananas,Chicken,
459,Chicken,Jam,Butter,Milk,Apples,Bananas,Cheese,Eggs,Juice,Bread,
460,Apples,Butter,Jam,,,,,,,,
461,Jam,Eggs,Cheese,Chicken,Bananas,Butter,,,,,
462,Jam,Bread,Juice,Butter,Bananas,Apples,Chicken,Milk,Eggs,Cheese,
463,Bananas,Apples,Juice,,,,,,,,
464,Butter,Juice,Chicken,Eggs,Cheese,Milk,Apples,Jam,Bread,,
465,Chicken,Bananas,Cheese,Eggs,Juice,Jam,Butter,Bread,Milk,Apples,
466,Bread,Bananas,Cheese,Chicken,,,,,,,
467,Cheese,Jam,Milk,Chicken,Bread,Butter,Juice,Bananas,,,
468,Apples,,,,,,,,,,
469,Jam,Juice,Bread,,,,,,,,
470,Cheese,Bread,,,,,,,,,
471,Milk,Butter,Bread,Chicken,Eggs,Juice,Apples,Cheese,Bananas,Jam,
472,Bananas,,,,,,,,,,
473,Eggs,Bananas,Milk,Bread,Butter,Juice,Chicken,Apples,Cheese,,
474,Apples,Cheese,Bread,Bananas,Chicken,Milk,Eggs,,,,
475,Butter,Bread,Bananas,Cheese,Juice,,,,,,
476,Jam,Apples,,,,,,,,,
477,Jam,Bread,Bananas,Butter,Chicken,Eggs,Milk,,,,
478,Cheese,Bananas,Butter,Chicken,Jam,Milk,Bread,,,,
479,Butter,Apples,Bread,Juice,,,,,,,
480,Apples,Juice,Bread,Butter,Jam,,,,,,
481,Apples,Bread,Bananas,Cheese,Butter,,,,,,
482,Chicken,Bread,,,,,,,,,
483,Apples,Chicken,,,,,,,,,
484,Cheese,,,,,,,,,,
485,Milk,Apples,,,,,,,,,
486,Juice,Eggs,Butter,Chicken,Cheese,Milk,Bananas,Bread,Jam,Apples,
487,Juice,Butter,Chicken,Bread,Milk,Eggs,Apples,Bananas,Cheese,,
488,Bananas,Apples,Bread,Milk,Butter,Cheese,,,,,
489,Butter,Apples,Chicken,Milk,Bread,,,,,,
490,Bread,Butter,Jam,Eggs,Bananas,Apples,Chicken,Milk,,,
491,Bananas,Juice,Cheese,Eggs,Chicken,Jam,Bread,Milk,,,
492,Butter,Apples,Cheese,Jam,Bread,Milk,Bananas,,,,
493,Eggs,Bananas,Apples,Juice,Jam,Cheese,Milk,Chicken,Bread,,
494,Bananas,Chicken,Bread,Milk,Apples,,,,,,
495,Milk,Eggs,Cheese,Butter,Juice,Bananas,Apples,Bread,Chicken,,
496,Cheese,Bananas,Apples,Butter,Juice,Bread,Jam,Eggs,Milk,Chicken,
497,Apples,Butter,Cheese,Milk,Jam,Juice,Chicken,Eggs,Bread,Bananas,
498,Milk,,,,,,,,,,
499,Butter,Jam,,,,,,,,,
500,Bread,,,,,,,,,,
501,Chicken,,,,,,,,,,
502,Jam,Eggs,Bread,Chicken,Milk,Bananas,Juice,Butter,Apples,,
503,Chicken,Eggs,Bread,Bananas,Jam,Milk,Juice,,,,
504,Juice,Cheese,,,,,,,,,
505,Juice,Bananas,Chicken,Milk,Eggs,Apples,Jam,Bread,Butter,,
506,Bananas,Juice,Cheese,Eggs,Bread,Jam,,,,,
507,Eggs,Apples,Butter,Bananas,Milk,Jam,Bread,Juice,,,
508,Juice,Apples,Cheese,Milk,Bread,Butter,Chicken,Bananas,Jam,Eggs,
509,Apples,Eggs,,,,,,,,,
510,Bananas,Milk,Bread,Cheese,,,,,,,
511,Bananas,,,,,,,,,,
512,Eggs,Cheese,,,,,,,,,
513,Butter,Bread,Apples,Eggs,Chicken,Bananas,Jam,Milk,Juice,Cheese,
514,Butter,Bananas,Bread,Cheese,Juice,Chicken,,,,,
515,Eggs,Cheese,Apples,Milk,Butter,Jam,Chicken,Bread,,,
516,Eggs,Butter,Bread,Apples,Juice,Cheese,Chicken,Milk,,,
517,Milk,Bananas,Apples,,,,,,,,
518,Jam,,,,,,,,,,
519,Chicken,,,,,,,,,,
520,Chicken,Jam,Bread,Juice,Butter,Cheese,Eggs,Bananas,Milk,,
521,Butter,Juice,Cheese,Eggs,,,,,,,
522,Apples,Jam,Cheese,Chicken,Milk,Eggs,Bread,Butter,Bananas,Juice,
523,Juice,Bananas,Butter,Cheese,Apples,Bread,Eggs,Jam,,,
524,Chicken,Jam,Bread,Bananas,,,,,,,
525,Jam,Chicken,Bananas,Bread,Cheese,,,,,,
526,Bananas,Milk,Eggs,Juice,Jam,Butter,Bread,,,,
527,Cheese,,,,,,,,,,
528,Chicken,Apples,Cheese,Juice,Butter,Milk,Bananas,Jam,Bread,Eggs,
529,Chicken,Jam,Juice,Apples,Bread,Butter,Bananas,,,,
530,Cheese,Juice,Jam,Apples,Chicken,Milk,Bread,Eggs,Bananas,,
531,Butter,Jam,Cheese,Bananas,,,,,,,
532,Apples,Jam,Bananas,Bread,Eggs,Juice,Chicken,Butter,Cheese,,
533,Cheese,,,,,,,,,,
534,Bread,Milk,Cheese,Juice,Bananas,Butter,Apples,Chicken,,,
535,Butter,Bread,Cheese,Juice,Chicken,Eggs,,,,,
536,Juice,Eggs,Apples,Jam,Cheese,,,,,,
537,Bread,,,,,,,,,,
538,Apples,Bananas,Butter,Eggs,Cheese,Jam,Milk,Bread,Juice,Chicken,
539,Eggs,Bread,Juice,Chicken,Butter,Jam,Apples,,,,
540,Eggs,Bread,Jam,Chicken,Milk,Bananas,Juice,Cheese,Butter,,
541,Bread,Chicken,Cheese,Butter,,,,,,,
542,Chicken,Juice,Cheese,,,,,,,,
543,Cheese,Butter,Bread,Bananas,Jam,Chicken,Eggs,Apples,Milk,,
544,Butter,Cheese,Jam,Apples,Chicken,Eggs,,,,,
545,Juice,Milk,Cheese,Eggs,Apples,Chicken,Jam,Bananas,Butter,Bread,
546,Bread,Eggs,Cheese,Juice,Butter,Milk,,,,,
547,Apples,Butter,Juice,,,,,,,,
548,Apples,,,,,,,,,,
549,Juice,Cheese,Chicken,Bananas,Apples,,,,,,
550,Butter,Jam,Eggs,,,,,,,,
551,Chicken,Juice,Bread,,,,,,,,
552,Butter,Cheese,Bread,Eggs,Apples,Jam,Chicken,,,,
553,Apples,Bananas,Eggs,Butter,Juice,Cheese,Chicken,Bread,Milk,Jam,
554,Apples,Eggs,Milk,Bananas,Butter,,,,,,
555,Cheese,Bananas,Bread,Juice,Chicken,Butter,Apples,,,,
556,Bananas,Jam,Milk,,,,,,,,
557,Jam,Apples,Bread,Bananas,Eggs,Juice,,,,,
558,Chicken,Butter,Eggs,Apples,Bananas,Cheese,Jam,Milk,Juice,Bread,
559,Bananas,Cheese,Juice,Butter,Chicken,Milk,Bread,Apples,Eggs,Jam,
560,Bananas,Apples,Butter,Eggs,,,,,,,
561,Milk,Cheese,Juice,Butter,Bananas,Jam,,,,,
562,Jam,Milk,Chicken,Eggs,,,,,,,
563,Bread,Milk,,,,,,,,,
564,Butter,,,,,,,,,,
565,Chicken,Juice,,,,,,,,,
566,Apples,Chicken,Jam,Bananas,Juice,Cheese,Eggs,,,,
567,Jam,Eggs,,,,,,,,,
568,Juice,Bananas,Milk,Bread,Jam,Cheese,Butter,Eggs,,,
569,Bananas,,,,,,,,,,
570,Milk,Bread,Chicken,,,,,,,,
571,Chicken,Apples,Jam,,,,,,,,
572,Jam,Bananas,Apples,Cheese,,,,,,,
573,Jam,Apples,Butter,Milk,Bread,Cheese,,,,,
574,Milk,Eggs,Cheese,Chicken,,,,,,,
575,Chicken,Milk,,,,,,,,,
576,Bread,,,,,,,,,,
577,Milk,Apples,Cheese,Jam,Chicken,Bread,Bananas,Eggs,Butter,Juice,
578,Butter,Apples,Jam,,,,,,,,
579,Cheese,Juice,Apples,Chicken,Milk,Butter,Jam,Bananas,Bread,Eggs,
580,Bananas,Butter,Jam,Apples,Eggs,Chicken,Milk,Cheese,,,
581,Bread,Juice,Apples,Cheese,Butter,,,,,,
582,Bread,Jam,Chicken,Cheese,,,,,,,
583,Bananas,Juice,Bread,Jam,,,,,,,
584,Chicken,Apples,Eggs,,,,,,,,
585,Chicken,Butter,Juice,Bread,Cheese,Apples,Jam,Bananas,Eggs,Milk,
586,Juice,Jam,Butter,Apples,Milk,Chicken,Cheese,Eggs,Bread,Bananas,
587,Eggs,Butter,Chicken,Cheese,Bananas,Milk,Apples,,,,
588,Cheese,Milk,Bread,Chicken,Apples,Juice,Eggs,Jam,Butter,,
589,Butter,,,,,,,,,,
590,Eggs,Butter,Cheese,Bread,Juice,Milk,Bananas,Apples,Chicken,,
591,Apples,Jam,Cheese,Bread,Butter,Chicken,Eggs,Milk,Juice,Bananas,
592,Jam,Butter,Eggs,Bananas,,,,,,,
593,Jam,,,,,,,,,,
594,Juice,Butter,Milk,Apples,Cheese,Jam,,,,,
595,Bread,,,,,,,,,,
596,Chicken,Eggs,Jam,Apples,Juice,Milk,Butter,Bread,,,
597,Apples,Juice,Butter,Eggs,Chicken,,,,,,
598,Bananas,Cheese,Jam,,,,,,,,
599,Milk,Bananas,Apples,,,,,,,,
600,Chicken,Milk,Butter,,,,,,,,
601,Apples,Bananas,Butter,Jam,Chicken,Bread,,,,,
602,Jam,Bread,Bananas,Juice,Apples,Eggs,Chicken,Cheese,,,
603,Cheese,Jam,Butter,Chicken,Juice,Milk,Eggs,Bread,Apples,,
604,Cheese,Apples,Bread,Milk,Jam,Juice,Eggs,,,,
605,Bananas,Butter,Cheese,Apples,,,,,,,
606,Jam,Bread,Chicken,Eggs,Bananas,Apples,Milk,,,,
607,Juice,,,,,,,,,,
608,Butter,,,,,,,,,,
609,Bananas,,,,,,,,,,
610,Bananas,Butter,Juice,Bread,Jam,Apples,Cheese,Milk,,,
611,Juice,Eggs,Chicken,Cheese,Milk,Jam,Bread,Butter,,,
612,Bread,Milk,Juice,Chicken,Eggs,Jam,Apples,,,,
613,Jam,Chicken,Eggs,Apples,Bananas,Milk,,,,,
614,Chicken,Milk,Apples,Eggs,Butter,Cheese,Bananas,Juice,,,
615,Cheese,Bananas,Chicken,Bread,Eggs,Butter,Juice,,,,
616,Chicken,Jam,Bread,Eggs,Butter,Bananas,Juice,Apples,Cheese,Milk,
617,Eggs,Chicken,Apples,Bananas,Juice,Cheese,Butter,Bread,,,
618,Cheese,Apples,Bananas,Eggs,Jam,Chicken,Juice,Milk,Butter,,
619,Milk,Eggs,Jam,,,,,,,,
620,Butter,Bread,Chicken,,,,,,,,
621,Jam,Chicken,Butter,Juice,Cheese,Bananas,Apples,Bread,Milk,Eggs,
622,Milk,Bread,Bananas,Juice,Eggs,Jam,Cheese,,,,
623,Bananas,Cheese,Juice,Chicken,,,,,,,
624,Butter,Chicken,Bananas,Bread,Milk,Apples,Eggs,Juice,,,
625,Milk,Cheese,Chicken,Apples,Bananas,,,,,,
626,Bread,Apples,Cheese,Eggs,Chicken,Butter,,,,,
627,Bread,Milk,Jam,Juice,Butter,Eggs,Bananas,,,,
628,Jam,Chicken,Apples,Bread,Juice,Cheese,,,,,
629,Apples,Bread,,,,,,,,,
630,Apples,Jam,Juice,,,,,,,,
631,Eggs,Jam,,,,,,,,,
632,Bread,Apples,Milk,Juice,Butter,,,,,,
633,Juice,Chicken,Jam,Bread,Apples,Milk,Eggs,Bananas,Butter,Cheese,
634,Eggs,Apples,Butter,Juice,Milk,Bananas,,,,,
635,Juice,Butter,Eggs,Jam,Bread,Cheese,Milk,Chicken,Apples,Bananas,
636,Eggs,Juice,Milk,Apples,,,,,,,
637,Bread,Bananas,Eggs,Butter,Juice,Milk,Chicken,Cheese,Apples,Jam,
638,Jam,Bananas,Milk,Eggs,Apples,Butter,,,,,
639,Butter,Bananas,Jam,Apples,,,,,,,
640,Milk,Juice,Bananas,Bread,Jam,Chicken,Butter,Eggs,Apples,Cheese,
641,Cheese,Eggs,Chicken,Juice,Butter,,,,,,
642,Chicken,Cheese,Milk,Butter,Eggs,Bananas,Apples,Juice,,,
643,Apples,Bananas,Juice,Chicken,Eggs,Butter,Cheese,Jam,,,
644,Bananas,Jam,Apples,Bread,Butter,,,,,,
645,Bread,Butter,Cheese,Milk,Jam,Apples,Juice,Chicken,,,
646,Bread,Juice,Cheese,Butter,Bananas,Chicken,Apples,Milk,Eggs,Jam,
647,Chicken,Jam,Juice,Apples,Butter,Eggs,Bread,Bananas,Milk,,
648,Eggs,Jam,Bread,,,,,,,,
649,Milk,Eggs,Apples,Bananas,Chicken,Jam,Bread,,,,
650,Eggs,Chicken,Milk,Bread,,,,,,,
651,Juice,Butter,Eggs,Chicken,Milk,Apples,Jam,Bread,Bananas,,
652,Bread,Jam,Milk,Eggs,Juice,Butter,Cheese,,,,
653,Jam,Cheese,,,,,,,,,
654,Bread,Apples,,,,,,,,,
655,Jam,Apples,Butter,,,,,,,,
656,Bread,Juice,Jam,,,,,,,,
657,Apples,Juice,Chicken,Jam,Bananas,,,,,,
658,Eggs,Bread,Apples,Bananas,Chicken,Butter,Juice,Cheese,Milk,Jam,
659,Chicken,Cheese,Eggs,Apples,Jam,Bananas,Butter,,,,
660,Bread,Apples,Butter,Cheese,Chicken,Eggs,Jam,Juice,Milk,Bananas,
661,Cheese,Butter,Bananas,Juice,Jam,Chicken,Eggs,Bread,Apples,,
662,Milk,Apples,Bananas,Butter,,,,,,,
663,Bananas,Eggs,,,,,,,,,
664,Bananas,Cheese,Bread,Butter,,,,,,,
665,Eggs,Milk,Bananas,Chicken,Jam,Bread,Cheese,,,,
666,Apples,Bread,Eggs,Juice,Chicken,Jam,Butter,Bananas,,,
667,Juice,Cheese,Bread,Chicken,Bananas,Apples,Butter,,,,
668,Jam,,,,,,,,,,
669,Milk,Juice,Eggs,Butter,Apples,Jam,Bread,Chicken,Cheese,Bananas,
670,Bread,Chicken,Apples,Butter,Jam,Cheese,,,,,
671,Milk,Apples,Juice,Bananas,Eggs,,,,,,
672,Cheese,Milk,Jam,Chicken,Eggs,,,,,,
673,Butter,Jam,Bread,,,,,,,,
674,Apples,Chicken,Cheese,Eggs,Bread,Milk,Jam,Butter,Juice,,
675,Cheese,Apples,Bananas,Juice,Eggs,,,,,,
676,Jam,Juice,Milk,Bread,,,,,,,
677,Chicken,Jam,Butter,Bananas,,,,,,,
678,Eggs,Jam,Cheese,Bananas,Bread,Milk,Chicken,Juice,Apples,Butter,
679,Bananas,Chicken,,,,,,,,,
680,Bread,Chicken,Jam,Eggs,Juice,,,,,,
681,Apples,Eggs,Cheese,Bread,Jam,Butter,Chicken,Milk,,,
682,Chicken,Milk,,,,,,,,,
683,Cheese,Jam,Chicken,Milk,Juice,Bananas,Apples,Butter,,,
684,Milk,Chicken,Cheese,Jam,,,,,,,
685,Bread,Apples,Juice,Butter,Chicken,Eggs,Milk,,,,
686,Chicken,Cheese,Bread,Juice,Butter,,,,,,
687,Chicken,Eggs,Bananas,Cheese,Butter,Jam,Bread,Apples,Juice,Milk,
688,Cheese,Apples,Juice,Chicken,Butter,,,,,,
689,Apples,Juice,Eggs,Butter,Bread,Bananas,Milk,Jam,Cheese,Chicken,
690,Butter,Juice,Bananas,Cheese,Bread,Jam,,,,,
691,Juice,Chicken,Bread,Jam,Bananas,Milk,Butter,Cheese,Apples,Eggs,
692,Eggs,Jam,Cheese,Milk,Bread,Apples,Chicken,,,,
693,Cheese,Bread,Chicken,Apples,Bananas,Butter,Jam,,,,
694,Butter,Jam,,,,,,,,,
695,Bread,Jam,Chicken,Cheese,Eggs,,,,,,
696,Cheese,Apples,Juice,Chicken,Jam,Milk,Butter,Bananas,Bread,Eggs,
697,Butter,Eggs,Bananas,Milk,,,,,,,
698,Eggs,Butter,Milk,Juice,,,,,,,
699,Apples,Chicken,Eggs,Bread,Milk,Juice,Bananas,Jam,Cheese,,
700,Bread,Apples,Jam,Butter,Eggs,,,,,,
701,Bread,Apples,,,,,,,,,
702,Juice,Jam,Milk,Bananas,,,,,,,
703,Chicken,Eggs,,,,,,,,,
704,Milk,Chicken,Juice,Apples,,,,,,,
705,Cheese,Eggs,Butter,Bread,Apples,Chicken,Jam,Bananas,Juice,Milk,
706,Bananas,,,,,,,,,,
707,Chicken,Juice,Eggs,Apples,Jam,Bread,Butter,Milk,,,
708,Jam,Juice,Cheese,,,,,,,,
709,Bread,Chicken,Eggs,Apples,Bananas,Milk,Jam,Juice,,,
710,Juice,Jam,Eggs,Bread,Butter,Milk,Chicken,Bananas,Apples,Cheese,
711,Juice,Eggs,,,,,,,,,
712,Jam,Apples,Eggs,Milk,Cheese,Bread,Chicken,Juice,Bananas,Butter,
713,Juice,Milk,Bread,Butter,Apples,Jam,Chicken,Eggs,,,
714,Milk,Juice,Chicken,Butter,Bread,Eggs,Cheese,Jam,Bananas,Apples,
715,Chicken,Apples,Bread,Jam,,,,,,,
716,Juice,Cheese,Eggs,Chicken,Milk,Bread,Bananas,Jam,,,
717,Cheese,Eggs,Milk,Jam,Bread,,,,,,
718,Juice,,,,,,,,,,
719,Butter,Eggs,,,,,,,,,
720,Jam,Butter,Cheese,,,,,,,,
721,Cheese,Butter,,,,,,,,,
722,Apples,Butter,Milk,Jam,,,,,,,
723,Bread,Jam,Chicken,Butter,Cheese,,,,,,
724,Jam,Cheese,Bananas,,,,,,,,
725,Bread,Butter,Apples,Eggs,Milk,Jam,Bananas,Cheese,Chicken,Juice,
726,Juice,Milk,Apples,Chicken,Eggs,Bread,Bananas,Cheese,,,
727,Bananas,Juice,Chicken,,,,,,,,
728,Jam,Milk,Eggs,Chicken,,,,,,,
729,Milk,Butter,Bread,Cheese,Juice,,,,,,
730,Jam,Bread,Butter,Bananas,Milk,Chicken,Juice,Apples,Eggs,Cheese,
731,Milk,Eggs,Bread,Chicken,Juice,Jam,Apples,Cheese,Bananas,Butter,
732,Bananas,Cheese,,,,,,,,,
733,Apples,Bananas,Jam,Cheese,Butter,Juice,Chicken,Eggs,Bread,,
734,Bread,Apples,Eggs,Cheese,Juice,,,,,,
735,Milk,Apples,Chicken,Juice,,,,,,,
736,Eggs,Apples,Butter,Milk,Chicken,Bread,Jam,Cheese,Juice,Bananas,
737,Butter,,,,,,,,,,
738,Jam,Eggs,Butter,Juice,Apples,Chicken,Bananas,Bread,Cheese,Milk,
739,Bananas,Juice,Cheese,Milk,Apples,Bread,,,,,
740,Bananas,Milk,Juice,Jam,Apples,Bread,Cheese,,,,
741,Chicken,,,,,,,,,,
742,Eggs,Apples,Bread,Butter,Jam,,,,,,
743,Bananas,Butter,Bread,Chicken,,,,,,,
744,Chicken,Bananas,Bread,Juice,Eggs,Milk,Butter,,,,
745,Bananas,Bread,Cheese,Chicken,,,,,,,
746,Bread,Jam,Cheese,Bananas,Butter,Chicken,Eggs,Juice,Milk,Apples,
747,Milk,Butter,Cheese,Chicken,Jam,Bananas,Eggs,Apples,Juice,Bread,
748,Apples,Milk,Bananas,Bread,Juice,,,,,,
749,Cheese,Chicken,Jam,Milk,Bananas,Apples,Juice,,,,
750,Bread,Butter,Jam,Chicken,Apples,Milk,Bananas,Cheese,Juice,Eggs,
751,Bananas,Apples,Butter,Jam,Chicken,Cheese,Milk,,,,
752,Butter,Eggs,Chicken,,,,,,,,
753,Chicken,,,,,,,,,,
754,Chicken,Apples,,,,,,,,,
755,Apples,Bananas,Milk,Chicken,Cheese,Jam,Butter,Juice,Eggs,Bread,
756,Bread,,,,,,,,,,
757,Chicken,Milk,Eggs,Bananas,Apples,Cheese,Jam,Juice,Bread,Butter,
758,Jam,Butter,Milk,Bread,,,,,,,
759,Eggs,Jam,Bread,Bananas,Apples,Milk,Chicken,,,,
760,Bread,,,,,,,,,,
761,Jam,Chicken,Apples,Butter,Bread,Bananas,,,,,
762,Juice,Apples,Bananas,Butter,Cheese,Jam,Eggs,Chicken,,,
763,Milk,,,,,,,,,,
764,Chicken,Apples,Eggs,Milk,Jam,Bananas,,,,,
765,Milk,Bananas,Juice,Jam,Butter,Chicken,Bread,Cheese,Apples,Eggs,
766,Apples,Bananas,Chicken,Milk,Juice,Eggs,Butter,Cheese,Bread,Jam,
767,Eggs,Apples,,,,,,,,,
768,Cheese,Bananas,Apples,Butter,Eggs,Bread,,,,,
769,Chicken,,,,,,,,,,
770,Butter,Milk,Eggs,Juice,Chicken,Cheese,,,,,
771,Jam,Cheese,Bananas,Chicken,,,,,,,
772,Butter,Bananas,Milk,,,,,,,,
773,Eggs,Milk,,,,,,,,,
774,Bread,Apples,Milk,,,,,,,,
775,Butter,Juice,Apples,Jam,Bread,Bananas,,,,,
776,Eggs,Milk,,,,,,,,,
777,Apples,Jam,Bread,Butter,Milk,Juice,Bananas,Cheese,Eggs,Chicken,
778,Eggs,Bananas,Bread,Cheese,Milk,Chicken,Juice,Butter,Apples,Jam,
779,Bananas,Apples,Eggs,Chicken,Bread,Juice,Milk,Jam,Cheese,Butter,
780,Juice,Apples,Milk,Cheese,Butter,Eggs,,,,,
781,Eggs,Chicken,Milk,Butter,Apples,Jam,,,,,
782,Bread,,,,,,,,,,
783,Juice,Chicken,Milk,Apples,Cheese,Bananas,,,,,
784,Bread,Cheese,,,,,,,,,
785,Milk,Jam,Eggs,Bananas,Cheese,Juice,,,,,
786,Bananas,Chicken,Jam,Apples,,,,,,,
787,Apples,Bread,Bananas,,,,,,,,
788,Eggs,Cheese,Apples,Bananas,Bread,,,,,,
789,Chicken,Cheese,Bread,Bananas,Butter,Apples,Milk,Eggs,Jam,Juice,
790,Apples,Chicken,Butter,Bread,,,,,,,
791,Eggs,,,,,,,,,,
792,Chicken,Juice,Eggs,,,,,,,,
793,Bread,Juice,Apples,Cheese,Butter,Milk,Chicken,,,,
794,Bananas,Chicken,Eggs,Bread,Jam,Juice,Cheese,Butter,,,
795,Chicken,Milk,Cheese,Butter,Juice,Jam,Bread,Apples,Bananas,Eggs,
796,Bread,Cheese,Chicken,Milk,Juice,Apples,Butter,Bananas,Eggs,Jam,
797,Milk,Bread,Juice,Apples,Chicken,Butter,Bananas,Eggs,,,
798,Bread,,,,,,,,,,
799,Cheese,Apples,Jam,Bread,,,,,,,
800,Juice,Bananas,Apples,Butter,Milk,Chicken,Bread,,,,
801,Eggs,Juice,Cheese,,,,,,,,
802,Apples,Milk,,,,,,,,,
803,Cheese,Apples,Eggs,Jam,Milk,Juice,Butter,Bananas,Bread,Chicken,
804,Milk,Butter,Juice,Chicken,Jam,Eggs,Bread,Apples,Bananas,Cheese,
805,Juice,,,,,,,,,,
806,Apples,Milk,Cheese,Bread,Chicken,,,,,,
807,Apples,Jam,Milk,Bread,Eggs,Chicken,Bananas,,,,
808,Bananas,Chicken,Jam,Bread,Cheese,Juice,Milk,Apples,Butter,Eggs,
809,Milk,Butter,Chicken,,,,,,,,
810,Bananas,Bread,Apples,Cheese,Chicken,Juice,Eggs,,,,
811,Juice,Bananas,,,,,,,,,
812,Bananas,Eggs,Cheese,Chicken,,,,,,,
813,Eggs,Jam,Butter,Cheese,Milk,Chicken,,,,,
814,Bananas,Cheese,Juice,Chicken,Eggs,,,,,,
815,Apples,Jam,Eggs,Juice,Bread,,,,,,
816,Chicken,Juice,Bananas,Cheese,,,,,,,
817,Cheese,Jam,Bread,Milk,Juice,Bananas,Eggs,Butter,,,
818,Butter,Juice,Eggs,Bread,Milk,Apples,Jam,,,,
819,Apples,Juice,Chicken,Bananas,Eggs,Cheese,Milk,Butter,,,
820,Juice,,,,,,,,,,
821,Milk,Eggs,Juice,Butter,Apples,Bananas,Chicken,Jam,Bread,,
822,Eggs,,,,,,,,,,
823,Juice,Bananas,Apples,Cheese,Milk,Bread,Eggs,Butter,,,
824,Eggs,,,,,,,,,,
825,Bread,Jam,Eggs,Apples,Butter,,,,,,
826,Cheese,Butter,Juice,Bananas,,,,,,,
827,Butter,Bread,Jam,Chicken,Bananas,Cheese,Juice,Milk,Apples,Eggs,
828,Juice,Milk,Chicken,Jam,,,,,,,
829,Jam,Milk,Bananas,Cheese,Butter,,,,,,
830,Cheese,Jam,Bananas,Apples,Eggs,Juice,Milk,Chicken,,,
831,Juice,Milk,Butter,Bread,Eggs,Bananas,Cheese,Apples,Chicken,Jam,
832,Milk,Butter,Cheese,Chicken,Apples,Bread,Juice,Bananas,Eggs,Jam,
833,Eggs,Milk,Bread,Cheese,Jam,Chicken,Juice,Apples,,,
834,Milk,Chicken,Juice,Butter,,,,,,,
835,Bread,,,,,,,,,,
836,Bananas,Apples,Butter,Juice,Cheese,Eggs,Jam,Bread,,,
837,Juice,Eggs,Bananas,Apples,Bread,,,,,,
838,Bananas,Juice,Eggs,Milk,Cheese,Chicken,Butter,Jam,Bread,,
839,Cheese,Butter,Milk,Apples,Eggs,Bread,Chicken,Juice,Jam,Bananas,
840,Jam,Milk,Cheese,Bananas,Apples,,,,,,
841,Juice,Eggs,,,,,,,,,
842,Milk,Jam,Butter,Eggs,Juice,Apples,Bananas,Cheese,Chicken,,
843,Bananas,Chicken,Juice,Apples,Butter,Eggs,,,,,
